Address,Status geocode,Formatted address,Latitude,Longitude,Type,Location Type,Country,Region,Crop,Nitrogen - High,Nitrogen - Medium,Nitrogen - Low,Phosphorous - High,Phosphorous - Medium,Phosphorous - Low,Potassium - High,Potassium - Medium,Potassium - Low,pH - Acidic,pH - Neutral,pH - Alkaline, 
"Gurdaspur, Punjab",Ok,"Gurdaspur, Punjab 143521, India",32.0413917,75.403086,"locality, political",APPROXIMATE,India,Punjab,"Wheat, Paddy, Sugarcane, Maize",0%,0%,0%,0%,0%,100%,0%,0%,100%,0%,95.20%,4.80%,
"Jalandhar, Punjab",Ok,"Jalandhar, Punjab, India",31.3260152,75.5761829,"locality, political",APPROXIMATE,India,Punjab,"Wheat, Paddy, Maize, Sugarcane",0%,0%,0%,44.03%,22.88%,33.09%,0%,12.27%,87.73%,0.07%,99.93%,0%,
"Kapurthala, Punjab",Ok,"Kapurthala, Punjab, India",31.3722571,75.4017654,"locality, political",APPROXIMATE,India,Punjab,"Wheat, Paddy, Vegetables, Sugarcane",0%,0%,100%,68.06%,12.29%,19.65%,2.84%,8.10%,89.06%,0.50%,97.69%,1.81%,
"Moga, Punjab",Ok,"Moga, Punjab 142001, India",30.8230114,75.1734471,"locality, political",APPROXIMATE,India,Punjab,"Wheat, Paddy, Maize, Cotton",0%,0%,0%,38.98%,17.86%,43.16%,47.93%,33.94%,18.13%,0%,58.70%,41.30%,
"Patiala, Punjab",Ok,"Patiala, Punjab, India",30.3397809,76.3868797,"locality, political",APPROXIMATE,India,Punjab,"Wheat, Paddy, Maize, Sugarcane",0%,0%,0%,0%,85.85%,14.15%,0%,0%,0%,0.49%,96.06%,3.45%,
"Rupnagar, Punjab",Ok,"Rupnagar, Punjab 140001, India",30.9661003,76.5230961,"locality, political",APPROXIMATE,India,Punjab,"Wheat, Paddy, Maize, Vegetables",0%,0%,100%,0%,0%,100%,0%,0%,100%,0%,99.91%,0.09%,
"Sahibzada Ajit Singh Nagar (Mohali), Punjab",Ok,"Sahibzada Ajit Singh Nagar, Punjab, India",30.7046486,76.7178726,"locality, political",APPROXIMATE,India,Punjab,"Wheat, Maize, Paddy, Vegetables",0%,0%,0%,0.26%,17.71%,82.03%,0.26%,0%,99.74%,0%,0%,0%,
"Sangrur, Punjab",Ok,"Sangrur, Punjab 148001, India",30.2457963,75.8420716,"locality, political",APPROXIMATE,India,Punjab,"Wheat, Paddy, Cotton, Maize",0%,0%,0%,46.14%,42.69%,11.17%,0%,4.47%,95.53%,0%,100%,0%,
"Tarn Taran, Punjab","2 found, use single geocode.","Tarn Taran Sahib, Punjab 143401, India",31.4538668,74.9267599,"locality, political",APPROXIMATE,India,Punjab,"Wheat, Paddy, Maize, Sugarcane",0%,0%,100%,23.23%,32.30%,44.47%,1.23%,18.49%,80.27%,1.87%,90.33%,7.80%,
"Ajmer, Rajasthan",Ok,"Ajmer, Rajasthan, India",26.4498954,74.6399163,"locality, political",APPROXIMATE,India,Rajasthan,"Wheat, Mustard, Barley, Bajra",0%,0%,100%,63.33%,36.51%,0.16%,43.26%,56.69%,0.06%,0.03%,82.11%,17.86%,
"Alwar, Rajasthan",Ok,"Alwar, Rajasthan, India",27.5529907,76.6345735,"locality, political",APPROXIMATE,India,Rajasthan,"Wheat, Mustard, Bajra, Pulses",0%,5.56%,94.44%,79.50%,20.31%,0.18%,13.33%,68.70%,17.97%,0.05%,95.04%,4.90%,
"Banswara, Rajasthan",Ok,"Banswara, Rajasthan 327001, India",23.5451408,74.4405475,"locality, political",APPROXIMATE,India,Rajasthan,"Maize, Paddy, Wheat, Pulses",0%,0%,100%,60.45%,38.50%,1.05%,44.64%,54.72%,0.63%,0%,99.17%,0.83%,
"Baran, Rajasthan",Ok,"Baran, Rajasthan, India",25.1012882,76.5119321,"locality, political",APPROXIMATE,India,Rajasthan,"Soybean, Wheat, Mustard, Maize",0%,0%,100%,81.21%,17.94%,0.85%,55.75%,42.77%,1.48%,0.06%,99.84%,0.09%,
"Barmer, Rajasthan",Ok,"Barmer, Rajasthan 344001, India",25.7521467,71.3966865,"locality, political",APPROXIMATE,India,Rajasthan,"Bajra, Moong, Mustard, Cumin",0%,0%,100%,99.54%,0.34%,0.13%,7.23%,92.05%,0.72%,0.05%,85.81%,14.14%,
"Bharatpur, Rajasthan",Ok,"Bharatpur, Rajasthan, India",27.2151863,77.5029996,"locality, political",APPROXIMATE,India,Rajasthan,"Mustard, Wheat, Bajra, Sugarcane",0.47%,0.02%,99.52%,82.14%,17.84%,0.02%,20.44%,77.77%,1.80%,0.03%,99.47%,0.50%,
"Bhilwara, Rajasthan",Ok,"Bhilwara, Rajasthan, India",25.3407388,74.6313183,"locality, political",APPROXIMATE,India,Rajasthan,"Wheat, Maize, Mustard, Pulses",0%,0%,0%,50.57%,37.13%,12.30%,99.62%,0.38%,0%,0%,88.89%,11.11%,
"Bikaner, Rajasthan",Ok,"Bikaner, Rajasthan, India",28.0229348,73.3119159,"locality, political",APPROXIMATE,India,Rajasthan,"Mustard, Bajra, Moong, Cumin",0%,0%,100%,79.70%,20.27%,0.03%,73.65%,26.26%,0.08%,0.10%,98.37%,1.53%,
"Bundi, Rajasthan",Ok,"Bundi, Rajasthan 323001, India",25.4325869,75.6482726,"locality, political",APPROXIMATE,India,Rajasthan,"Soybean, Wheat, Mustard, Gram",0%,0%,0%,89.72%,10.28%,0%,78.57%,21.34%,0.09%,0%,99.07%,0.93%,
"Chittorgarh, Rajasthan",Ok,"Chittorgarh, Rajasthan, India",24.8829177,74.6229699,"locality, political",APPROXIMATE,India,Rajasthan,"Soybean, Wheat, Maize, Mustard",0%,0%,100%,31.21%,60.65%,8.14%,44.16%,49.38%,6.46%,0%,90.60%,9.40%,
"Churu, Rajasthan",Ok,"Churu, Rajasthan 331001, India",28.2925364,74.9707262,"locality, political",APPROXIMATE,India,Rajasthan,"Bajra, Moong, Mustard, Gram",0%,0%,0%,0.10%,29.64%,70.26%,9.82%,89.38%,0.80%,0.03%,99.00%,0.98%,
"Dausa, Rajasthan",Ok,"Dausa, Rajasthan 303303, India",26.8996953,76.332411,"locality, political",APPROXIMATE,India,Rajasthan,"Wheat, Mustard, Bajra, Pulses",0%,0%,0%,88.70%,11.30%,0%,20.48%,79.52%,0%,0%,91.69%,8.31%,
"Dholpur, Rajasthan",Ok,"Dholpur, Rajasthan, India",26.6965521,77.8907576,"locality, political",APPROXIMATE,India,Rajasthan,"Mustard, Wheat, Bajra, Pulses",0.03%,0.30%,99.67%,97.23%,2.68%,0.08%,46.50%,53.30%,0.20%,0.05%,99.32%,0.63%,
"Dungarpur, Rajasthan",Ok,"Dungarpur, Rajasthan 314001, India",23.8518813,73.7204305,"locality, political",APPROXIMATE,India,Rajasthan,"Maize, Wheat, Paddy, Pulses",0%,0%,100%,76.35%,23.58%,0.07%,22.90%,76.94%,0.16%,0%,99.49%,0.51%,
"Hanumangarh, Rajasthan",Ok,"Hanumangarh, Rajasthan 335513, India",29.5821848,74.3292106,"locality, political",APPROXIMATE,India,Rajasthan,"Cotton, Wheat, Mustard, Paddy",0%,0%,0%,75.65%,21.82%,2.53%,86.95%,12.93%,0.12%,0.01%,90.64%,9.35%,
"Jaipur, Rajasthan",Ok,"Jaipur, Rajasthan, India",26.9124336,75.7872709,"locality, political",APPROXIMATE,India,Rajasthan,"Wheat, Mustard, Bajra, Pulses",0%,0%,0%,81.90%,17.12%,0.97%,8.39%,89.89%,1.72%,0%,88.76%,11.24%,
"Jaisalmer, Rajasthan",Ok,"Jaisalmer, Rajasthan 345001, India",26.9157487,70.9083443,"locality, political",APPROXIMATE,India,Rajasthan,"Bajra, Moong, Gram, Cumin",0%,0%,100%,89.45%,10.52%,0.03%,32.36%,67.53%,0.11%,0%,14.11%,85.89%,
"Jalore, Rajasthan",Ok,"Jalore, Rajasthan, India",25.3474783,72.6226296,"locality, political",APPROXIMATE,India,Rajasthan,"Bajra, Moong, Mustard, Wheat",0%,0%,100%,91.84%,8.16%,0%,26.53%,73.42%,0.04%,0.01%,67.05%,32.94%,
"Jhalawar, Rajasthan",Ok,"Jhalawar, Rajasthan 326001, India",24.593906,76.1642846,"locality, political",APPROXIMATE,India,Rajasthan,"Soybean, Wheat, Mustard, Coriander",0%,0%,100%,89.52%,10.45%,0.03%,98.27%,1.47%,0.26%,0%,99.97%,0.03%,
"Jhunjhunu, Rajasthan",Ok,"Jhunjhunu, Rajasthan 333001, India",28.1317038,75.4022233,"locality, political",APPROXIMATE,India,Rajasthan,"Bajra, Mustard, Wheat, Moong",0%,0%,0%,86.65%,13.26%,0.08%,50.24%,47.29%,2.48%,0.03%,85.65%,14.32%,
"Jodhpur, Rajasthan",Ok,"Jodhpur, Rajasthan, India",26.2389469,73.0243094,"locality, political",APPROXIMATE,India,Rajasthan,"Bajra, Moong, Mustard, Gram",0%,0%,100%,77.09%,21.80%,1.11%,56.59%,42.86%,0.56%,0.19%,52.97%,46.84%,
"Karauli, Rajasthan",Ok,"Karauli, Rajasthan, India",26.5049791,77.0267705,"locality, political",APPROXIMATE,India,Rajasthan,"Wheat, Mustard, Bajra, Pulses",0%,0%,0%,97.28%,2.72%,0%,87.76%,12.20%,0.03%,0%,99.92%,0.08%,
"Kota, Rajasthan",Ok,"Kota, Rajasthan, India",25.2138156,75.8647527,"locality, political",APPROXIMATE,India,Rajasthan,"Soybean, Wheat, Mustard, Rice",0%,0%,100%,76.86%,23.11%,0.03%,79.84%,19.78%,0.38%,0.05%,99.55%,0.39%,
"Nagaur, Rajasthan",Ok,"Nagaur, Rajasthan 341001, India",27.1983368,73.7493272,"locality, political",APPROXIMATE,India,Rajasthan,"Bajra, Moong, Mustard, Wheat",0%,0%,0%,80.51%,19.48%,0.01%,55.12%,43.96%,0.93%,0%,73.31%,26.69%,
"Pali, Rajasthan",Ok,"Pali, Rajasthan 306401, India",25.7780623,73.331147,"locality, political",APPROXIMATE,India,Rajasthan,"Bajra, Moong, Mustard, Gram",0%,0%,0%,65.70%,34.17%,0.12%,72.03%,27.80%,0.17%,0.01%,66.79%,33.20%,
"Pratapgarh, Rajasthan",Ok,"Pratapgarh, Rajasthan, India",24.0339322,74.7813183,"locality, political",APPROXIMATE,India,Rajasthan,"Maize, Wheat, Soybean, Pulses",0%,0%,0%,77.52%,22.41%,0.08%,56.14%,42.26%,1.60%,0%,99.97%,0.03%,
"Rajsamand, Rajasthan",Ok,"Rajsamand, Rajasthan, India",25.0583257,73.8860034,"locality, political",APPROXIMATE,India,Rajasthan,"Maize, Wheat, Mustard, Pulses",0%,0%,100%,7.46%,91.93%,0.61%,99.48%,0.16%,0.36%,0.19%,94.72%,5.09%,
"Sikar, Rajasthan",Ok,"Sikar, Rajasthan, India",27.6093912,75.1397935,"locality, political",APPROXIMATE,India,Rajasthan,"Bajra, Moong, Mustard, Wheat",0%,0%,100%,90.45%,8.94%,0.61%,86.95%,12.62%,0.43%,0.03%,95.57%,4.40%,
"Sirohi, Rajasthan",Ok,"Sirohi, Rajasthan 307001, India",24.8827147,72.8608948,"locality, political",APPROXIMATE,India,Rajasthan,"Maize, Wheat, Mustard, Bajra",0%,0%,100%,85.67%,14.14%,0.19%,42.65%,56.52%,0.84%,0.12%,98.15%,1.73%,
"Tonk, Rajasthan",Ok,"Tonk, Rajasthan 304001, India",26.1659063,75.7962852,"locality, political",APPROXIMATE,India,Rajasthan,"Wheat, Mustard, Gram, Soybean",0%,25.33%,74.67%,95.01%,4.91%,0.08%,84.93%,14.02%,1.05%,0.09%,95.36%,4.55%,
"Udaipur, Rajasthan",Ok,"Udaipur, Rajasthan, India",24.585445,73.712479,"locality, political",APPROXIMATE,India,Rajasthan,"Maize, Wheat, Pulses, Mustard",0%,0%,0%,43.27%,53.98%,2.74%,3.61%,29.56%,66.82%,0%,96.74%,3.26%,
"Gangtok, Sikkim",Ok,"Gangtok, Sikkim, India",27.3313512,88.6138113,"locality, political",APPROXIMATE,India,Sikkim,"Large Cardamom, Ginger, Orange, Buckwheat",9.30%,72.80%,17.90%,75.49%,24.35%,0.15%,18.52%,80.70%,0.78%,52.29%,47.63%,0.08%,
"Gyalshing, Sikkim","2 found, use single geocode.","Geyzing, Sikkim 737111, India",27.2925414,88.2537454,"locality, political",APPROXIMATE,India,Sikkim,"Large Cardamom, Ginger, Maize, Millets",1.39%,76.50%,22.11%,49.53%,50.18%,0.29%,3.35%,78.90%,17.75%,29.91%,70.06%,0.04%,
"Mangan, Sikkim","2 found, use single geocode.","Mangan, Sikkim 737116, India",27.5005014,88.534612,"locality, political",APPROXIMATE,India,Sikkim,"Large Cardamom, Ginger, Millets, Maize",0.06%,72.07%,27.87%,80.34%,19.34%,0.32%,7.25%,90.27%,2.47%,23.83%,76.17%,0%,
"Namchi, Sikkim",Ok,"Namchi, Sikkim, India",27.1666353,88.3619334,"locality, political",APPROXIMATE,India,Sikkim,"Ginger, Large Cardamom, Vegetables, Turmeric",0.09%,48.40%,51.51%,79.04%,15.88%,5.07%,68.11%,27.32%,4.57%,43.14%,56.67%,0.19%,
"Pakyong, Sikkim",Ok,"Pakyong, Sikkim 737106, India",27.2429408,88.5968902,"locality, political",APPROXIMATE,India,Sikkim,"Large Cardamom, Ginger, Buckwheat, Vegetables",11.88%,75.08%,13.04%,72.89%,26.91%,0.20%,17.91%,79.41%,2.68%,38.02%,61.94%,0.05%,
"Soreng, Sikkim",Ok,"Soreng, Sikkim 737121, India",27.1677842,88.2022796,"locality, political",APPROXIMATE,India,Sikkim,"Large Cardamom, Ginger, Vegetables, Maize",0.62%,59.45%,39.93%,80.99%,17.54%,1.47%,26.58%,57.86%,15.56%,86.69%,13.20%,0.11%,
"Ariyalur, Tamil Nadu",Ok,"Ariyalur, Tamil Nadu, India",11.1403677,79.07445,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Sugarcane, Groundnut, Cotton",0.08%,0%,99.92%,4.14%,94.97%,0.89%,0.05%,99.22%,0.72%,0.18%,99.78%,0.04%,
"Chengalpattu, Tamil Nadu",Ok,"Chengalpattu, Tamil Nadu, India",12.6819372,79.9888413,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Groundnut, Sugarcane, Vegetables",0.05%,2.62%,97.33%,30.66%,28.25%,41.10%,12.87%,48.01%,39.12%,3.42%,95.02%,1.56%,
"Coimbatore, Tamil Nadu",Ok,"Coimbatore, Tamil Nadu, India",11.0168445,76.9558321,"locality, political",APPROXIMATE,India,Tamil Nadu,"Cotton, Sugarcane, Coconut, Maize",0.03%,1.01%,98.96%,11.42%,51.79%,36.78%,94.46%,5.40%,0.13%,0.12%,90.86%,9.03%,
"Cuddalore, Tamil Nadu",Ok,"Cuddalore, Tamil Nadu, India",11.7480419,79.7713687,"locality, political",APPROXIMATE,India,Tamil Nadu,"Sugarcane, Paddy, Groundnut, Pulses",0.02%,0.02%,99.96%,68.55%,30.56%,0.89%,17.45%,72.06%,10.48%,1.33%,94.17%,4.49%,
"Dharmapuri, Tamil Nadu",Ok,"Dharmapuri, Tamil Nadu, India",12.1210997,78.1582143,"locality, political",APPROXIMATE,India,Tamil Nadu,"Millets, Groundnut, Mango, Ragi",0.05%,0.05%,99.90%,48.42%,37.07%,14.52%,34.09%,61.07%,4.84%,0.94%,96.12%,2.93%,
"Dindigul, Tamil Nadu",Ok,"Dindigul, Tamil Nadu 624001, India",10.3623794,77.9694579,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Groundnut, Vegetables, Millets",0.19%,1.97%,97.84%,14.45%,41.42%,44.12%,70.95%,27.96%,1.09%,2.29%,94.69%,3.02%,
"Erode, Tamil Nadu",Ok,"Erode, Tamil Nadu, India",11.3410364,77.7171642,"locality, political",APPROXIMATE,India,Tamil Nadu,"Turmeric, Sugarcane, Banana, Groundnut",0.03%,0.35%,99.61%,0.65%,78.60%,20.75%,84.79%,14.97%,0.24%,1.13%,96.74%,2.13%,
"Kallakurichi, Tamil Nadu",Ok,"Kallakurichi, Tamil Nadu, India",11.7383735,78.9638899,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Sugarcane, Groundnut, Turmeric",0.02%,0.07%,99.91%,41.18%,46.31%,12.52%,64.39%,33.45%,2.16%,1.37%,97.11%,1.52%,
"Kanchipuram, Tamil Nadu",Ok,"Kanchipuram, Tamil Nadu 631501, India",12.8371787,79.7041698,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Sugarcane, Groundnut, Pulses",0.03%,0.27%,99.70%,24.79%,55.41%,19.80%,25.03%,71.87%,3.10%,2.54%,97.06%,0.41%,
"Kanniyakumari, Tamil Nadu",Ok,"Kanniyakumari, Tamil Nadu, India",8.0843512,77.5495019,"locality, political",APPROXIMATE,India,Tamil Nadu,"Banana, Coconut, Tapioca, Paddy",0.10%,1.02%,98.88%,86.91%,9.74%,3.35%,23.56%,46.49%,29.95%,27.25%,71.86%,0.89%,
"Karur, Tamil Nadu",Ok,"Karur, Tamil Nadu, India",10.9600778,78.0766036,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Cotton, Groundnut, Sugarcane",0.03%,0.06%,99.91%,26.67%,40.97%,32.36%,61.97%,33.27%,4.76%,1.06%,89.68%,9.26%,
"Krishnagiri, Tamil Nadu",Ok,"Krishnagiri, Tamil Nadu 635001, India",12.5265661,78.2149575,"locality, political",APPROXIMATE,India,Tamil Nadu,"Mango, Groundnut, Ragi, Millets",0%,0.04%,99.96%,43.61%,27.99%,28.40%,23.91%,48.45%,27.65%,2.91%,94.78%,2.31%,
"Madurai, Tamil Nadu",Ok,"Madurai, Tamil Nadu, India",9.9252007,78.1197754,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Groundnut, Cotton, Pulses",0.07%,0.08%,99.86%,34.80%,53.92%,11.29%,62.51%,34.05%,3.44%,0.77%,97.11%,2.12%,
"Mayiladuthurai, Tamil Nadu",Ok,"Mayiladuthurai, Tamil Nadu 609001, India",11.1017705,79.6525686,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Sugarcane, Coconut, Banana",0.04%,1.12%,98.84%,48.65%,34.27%,17.07%,39.59%,51.73%,8.68%,0%,99.54%,0.46%,
"Nagapattinam, Tamil Nadu",Ok,"Nagapattinam, Tamil Nadu, India",10.7672313,79.8448512,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Coconut, Sugarcane, Pulses",0.13%,0.05%,99.82%,55.14%,36.35%,8.51%,29.01%,64.50%,6.49%,0.37%,99.15%,0.48%,
"Namakkal, Tamil Nadu",Ok,"Namakkal, Tamil Nadu, India",11.2193848,78.1678418,"locality, political",APPROXIMATE,India,Tamil Nadu,"Tapioca, Turmeric, Groundnut, Vegetables",0.03%,0.40%,99.56%,46.33%,33.25%,20.42%,82.82%,14.69%,2.49%,2.99%,77.48%,19.53%,
"Perambalur, Tamil Nadu",Ok,"Perambalur, Tamil Nadu 621212, India",11.2342104,78.8806852,"locality, political",APPROXIMATE,India,Tamil Nadu,"Maize, Cotton, Onion, Sugarcane",0.03%,0%,99.97%,0.15%,64.59%,35.26%,49.53%,48.69%,1.78%,0.03%,93.91%,6.05%,
"Pudukkottai, Tamil Nadu",Ok,"Pudukkottai, Tamil Nadu 622003, India",10.3832867,78.800129,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Groundnut, Millets, Sugarcane",0.09%,0.08%,99.83%,7.09%,85.75%,7.16%,18.17%,73.67%,8.16%,0.22%,99.38%,0.41%,
"Ramanathapuram, Tamil Nadu",Ok,"Ramanathapuram, Tamil Nadu, India",9.3639356,78.8394819,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Chillies, Cotton, Groundnut",0.09%,0.03%,99.88%,21.95%,72.60%,5.46%,85.70%,13.45%,0.85%,5.38%,94.34%,0.28%,
"Ranipet, Tamil Nadu",Ok,"Ranipet, Tamil Nadu, India",12.9487403,79.318978,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Groundnut, Sugarcane, Vegetables",0.05%,0.01%,99.93%,47.56%,50.85%,1.59%,1.56%,71.62%,26.83%,0.17%,95.09%,4.74%,
"Salem, Tamil Nadu",Ok,"Salem, Tamil Nadu, India",11.664325,78.1460142,"locality, political",APPROXIMATE,India,Tamil Nadu,"Tapioca, Turmeric, Cotton, Groundnut",0.03%,0.38%,99.59%,21.64%,44.66%,33.69%,58.06%,38.39%,3.56%,0.16%,93.15%,6.69%,
"Sivaganga, Tamil Nadu",Ok,"Sivaganga, Tamil Nadu 630561, India",9.8479616,78.4832344,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Cotton, Groundnut, Millets",0%,0.38%,99.62%,24.99%,42.98%,32.02%,50.94%,47.72%,1.34%,6.51%,88.50%,5.00%,
"Tenkasi, Tamil Nadu",Ok,"Tenkasi, Tamil Nadu, India",8.9564008,77.3152492,"locality, political",APPROXIMATE,India,Tamil Nadu,"Banana, Paddy, Turmeric, Tapioca",0.01%,0%,99.99%,88.65%,9.68%,1.67%,85.60%,12.26%,2.14%,2.43%,94.56%,3.01%,
"Thanjavur, Tamil Nadu",Ok,"Thanjavur, Tamil Nadu, India",10.787719,79.1384288,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Sugarcane, Coconut, Banana",0.03%,0.77%,99.20%,27.57%,33.83%,38.60%,32.22%,47.36%,20.42%,1.02%,97.13%,1.85%,
"Theni, Tamil Nadu",Ok,"Theni, Tamil Nadu, India",10.0079322,77.4735441,"locality, political",APPROXIMATE,India,Tamil Nadu,"Banana, Cotton, Sugarcane, Vegetables",0.25%,0.12%,99.63%,38.13%,52.27%,9.60%,78.92%,20.85%,0.23%,2.08%,92.92%,5.00%,
"Tiruchirappalli, Tamil Nadu",Ok,"Tiruchirappalli, Tamil Nadu, India",10.7904833,78.7046725,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Banana, Sugarcane, Turmeric",0.05%,0.08%,99.87%,50.00%,29.06%,20.94%,4.82%,48.84%,46.34%,15.57%,83.65%,0.78%,
"Tirunelveli, Tamil Nadu","2 found, use single geocode.","Tirunelveli, Tamil Nadu, India",8.715018,77.765628,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Banana, Chillies, Cotton",0%,0.16%,99.84%,68.12%,17.98%,13.89%,61.54%,21.98%,16.48%,0.02%,98.52%,1.47%,
"Tirupathur, Tamil Nadu","3 found, use single geocode.","630211, Tirupattur, Tamil Nadu 630211, India",10.1084774,78.59731,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Sugarcane, Vegetables, Groundnut",0%,0.82%,99.18%,53.67%,15.71%,30.62%,65.85%,34.08%,0.07%,0.40%,95.03%,4.56%,
"Tiruppur, Tamil Nadu",Ok,"Tiruppur, Tamil Nadu, India",11.1085242,77.3410656,"locality, political",APPROXIMATE,India,Tamil Nadu,"Turmeric, Banana, Vegetables, Millets",0.24%,6.69%,93.07%,40.76%,33.95%,25.29%,46.54%,38.84%,14.62%,4.61%,87.61%,7.78%,
"Tiruvallur, Tamil Nadu",Ok,"Tiruvallur, Tamil Nadu 602003, India",13.1226901,79.911769,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Sugarcane, Groundnut, Vegetables",0.03%,0.26%,99.70%,51.69%,41.31%,7.01%,36.96%,52.03%,11.01%,0.46%,94.21%,5.32%,
"Tiruvannamalai, Tamil Nadu",Ok,"Tiruvannamalai, Tamil Nadu, India",12.2252841,79.0746957,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Groundnut, Millets, Pulses",0.08%,0.05%,99.87%,1.61%,81.13%,17.26%,96.63%,3.18%,0.20%,0.11%,83.36%,16.53%,
"Tiruvarur, Tamil Nadu",Ok,"Thiruvarur, Tamil Nadu, India",10.7661312,79.6343691,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Sugarcane, Coconut, Banana",0.03%,1.42%,98.55%,38.68%,40.47%,20.85%,10.48%,62.50%,27.03%,1.43%,97.34%,1.22%,
"Vellore, Tamil Nadu",Ok,"Vellore, Tamil Nadu, India",12.9235541,79.1330768,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Groundnut, Sugarcane, Vegetables",0.09%,0.07%,99.84%,14.12%,31.64%,54.24%,33.28%,48.91%,17.80%,2.19%,86.45%,11.36%,
"Viluppuram, Tamil Nadu",Ok,"Viluppuram, Tamil Nadu, India",11.9401378,79.4861449,"locality, political",APPROXIMATE,India,Tamil Nadu,"Paddy, Groundnut, Sugarcane, Pulses",0.05%,0.03%,99.92%,46.97%,35.11%,17.92%,28.25%,63.58%,8.17%,0.85%,98.75%,0.39%,
"Virudhunagar, Tamil Nadu",Ok,"Virudhunagar, Tamil Nadu, India",9.5680116,77.9624435,"locality, political",APPROXIMATE,India,Tamil Nadu,"Cotton, Chillies, Groundnut, Paddy",0.08%,0.23%,99.68%,19.65%,27.92%,52.43%,64.76%,26.70%,8.54%,2.22%,84.74%,13.04%,
"Adilabad, Telangana",Ok,"Adilabad, Telangana 504001, India",19.6765668,78.5320841,"locality, political",APPROXIMATE,India,Telangana,"Cotton, Soybean, Turmeric, Red Gram",21.94%,19.87%,58.20%,89.12%,9.51%,1.37%,76.07%,21.91%,2.02%,0%,98.01%,1.99%,
"Bhadradri Kothagudem, Telangana",Ok,"Bhadradri Kothagudem, Telangana, India",17.73309,80.7214417,"administrative_area_level_3, political",APPROXIMATE,India,Telangana,"Paddy, Chillies, Cotton, Pulses",0.08%,2.02%,97.90%,66.22%,13.03%,20.76%,9.08%,47.31%,43.61%,0%,99.83%,0.17%,
"Hanumakonda, Telangana",Ok,"Hanamkonda, Telangana, India",18.0072341,79.5583921,"locality, political",APPROXIMATE,India,Telangana,"Cotton, Maize, Paddy, Pulses",11.33%,32.49%,56.18%,95.31%,4.20%,0.49%,82.84%,16.23%,0.93%,0.24%,99.66%,0.10%,
"Hyderabad, Telangana",Ok,"Hyderabad, Telangana, India",17.406498,78.4772439,"locality, political",APPROXIMATE,India,Telangana,"Urban farming: Vegetables, Flowers, Greens",5.00%,40.39%,54.61%,68.10%,21.49%,10.41%,17.85%,54.30%,27.85%,0%,64.88%,35.12%,
"Jagitial, Telangana",Ok,"Jagtial, Telangana, India",18.7894881,78.9120459,"locality, political",APPROXIMATE,India,Telangana,"Paddy, Maize, Cotton, Turmeric",0%,4.06%,95.94%,93.07%,5.54%,1.40%,64.93%,30.11%,4.96%,0.11%,96.12%,3.78%,
"Jangaon, Telangana",Ok,"Jangaon, Telangana, India",17.7226509,79.1517868,"locality, political",APPROXIMATE,India,Telangana,"Cotton, Maize, Red Gram, Paddy",0.15%,8.98%,90.87%,97.17%,2.34%,0.49%,70.53%,28.32%,1.15%,0.07%,97.97%,1.95%,
"Jayashankar Bhupalapally, Telangana","2 found, use single geocode.","Bhupalpally, Telangana 506169, India",18.4292622,79.8634855,"locality, political",APPROXIMATE,India,Telangana,"Paddy, Cotton, Chillies, Maize",0%,82.50%,17.50%,94.50%,5.50%,0%,26.50%,72%,1.50%,0%,100%,0%,
"Jogulamba Gadwal, Telangana",Ok,"Jogulamba Gadwal, Telangana, India",16.090818,77.8367282,"administrative_area_level_3, political",APPROXIMATE,India,Telangana,"Paddy, Cotton, Maize, Jowar",25.03%,19.62%,55.35%,78.27%,16.33%,5.40%,25%,40.20%,34.80%,0%,99.87%,0.13%,
"Kamareddy, Telangana",Ok,"Kamareddy, Telangana 503111, India",18.3204832,78.3369523,"locality, political",APPROXIMATE,India,Telangana,"Maize, Paddy, Sugarcane, Cotton",0.25%,25.89%,73.86%,81.98%,14.47%,3.55%,29.70%,57.61%,12.69%,0.25%,62.94%,36.80%,
